"116.3476641,39.98326926"
"116.3476825,39.98327396"
"116.3477022,39.9832775"
"116.3477214,39.9832802"
"116.3477379,39.98328206"
"116.3477563,39.98328626"
"116.3477722,39.98328163"
"116.3477919,39.98328933"
"116.3478066,39.98329186"
"116.3478183,39.98329621"
"116.347832,39.98330057"
"116.3478455,39.9833066"
"116.3478587,39.98331112"
"116.347867,39.98331464"
"116.3478774,39.98331999"
"116.3478846,39.98332617"
"116.3478894,39.98333351"
"116.3478921,39.98333935"
"116.3478919,39.98334402"
"116.3478993,39.9833472"
"116.3479068,39.98334988"
"116.347913,39.98335672"
"116.347914,39.98336872"
"116.3479128,39.98338156"
"116.3479075,39.98339471"
"116.3479026,39.9834082"
"116.3478981,39.98341886"
"116.3478968,39.98342503"
"116.3478883,39.98344018"
"116.3478883,39.98344018"
"116.3478851,39.98344784"
"116.3478804,39.98345683"
"116.3478741,39.98348816"
"116.3478707,39.98350415"
"116.3478652,39.98350581"
"116.3478624,39.98350013"
"116.3478636,39.98348897"
"116.3478651,39.98347531"
"116.3478651,39.98347531"
"116.3478762,39.98343599"
"116.3478861,39.98342284"
"116.3478951,39.98341202"
"116.3479086,39.98339805"
"116.3479205,39.9833874"
"116.3479269,39.98337391"
"116.3479332,39.98335943"
"116.3479654,39.98332648"
"116.3479661,39.98331432"
"116.3479713,39.98330333"
"116.3479758,39.98329234"
"116.3479785,39.98327984"
"116.34798,39.98326618"
"116.3479805,39.98325201"
"116.3479823,39.98323668"
"116.3479883,39.98322202"
"116.3479951,39.98320587"
"116.3479951,39.98320587"
"116.3480027,39.98317571"
"116.3480035,39.98315838"
"116.3480035,39.98314155"
"116.3479998,39.98312654"
"116.3479946,39.98311303"
"116.3479868,39.98309718"
"116.3479824,39.98308517"
"116.3479788,39.98307267"
"116.3479732,39.98305882"
"116.3479664,39.98304597"
"116.3479652,39.98303564"
"116.3479647,39.98302397"
"116.3479657,39.98301397"
"116.3479654,39.98299347"
"116.3479762,39.98298366"
"116.3479956,39.98296186"
"116.3479995,39.98294886"
"116.3479995,39.98294886"
"116.3480185,39.98291023"
"116.3480273,39.98289641"
"116.3480305,39.98288459"
"116.3480339,39.98287243"
"116.3480355,39.98286026"
"116.348034,39.98284909"
"116.348031,39.98283775"
"116.3480267,39.98282424"
"116.3480213,39.98281007"
"116.3480193,39.9827959"
"116.3480191,39.98278706"
"116.3480176,39.98277689"
"116.3480193,39.98276456"
"116.3480176,39.98275122"
"116.3480156,39.98273805"
"116.3480081,39.98272204"
