"116.3451567,39.98222947"
"116.3451572,39.9821983"
"116.3451582,39.98216648"
"116.3451591,39.98213498"
"116.3451561,39.98210316"
"116.3451622,39.98206333"
"116.3451582,39.98202783"
"116.3451561,39.98199717"
"116.3451492,39.98197466"
"116.3451557,39.98195666"
"116.3451612,39.98194516"
"116.3451572,39.98193316"
"116.3451571,39.98192266"
"116.3451563,39.9818885"
"116.3451528,39.98187133"
"116.3451583,39.98185683"
"116.3451545,39.98184116"
"116.3451588,39.98182482"
"116.3451533,39.98180933"
"116.3451541,39.98179683"
"116.3451523,39.98178949"
"116.3451565,39.98178149"
"116.3451622,39.98208506"
"116.3451552,39.98210389"
"116.345151,39.98212338"
"116.3451492,39.98214104"
"116.3451557,39.98215189"
"116.34516,39.98216323"
"116.3451572,39.98217823"
"116.345149,39.98219388"
"116.345146,39.98220821"
"116.3451463,39.98222454"
"116.3451428,39.98224337"
"116.3451433,39.98225854"
"116.3451445,39.98227137"
"116.3451458,39.98228471"
"116.3451433,39.98229904"
"116.345141,39.98231337"
"116.3451423,39.98232887"
"116.3451465,39.98234521"
"116.3451417,39.9823642"
"116.3451407,39.98238304"
"116.3451377,39.9824032"
"116.3451302,39.98242019"
"116.3451245,39.98243718"
"116.3451243,39.98245334"
"116.3451248,39.98247034"
"116.3451238,39.98248501"
"116.3450952,39.98249962"
"116.3450867,39.98251444"
"116.3450871,39.98252561"
"116.3450902,39.98253495"
"116.3450894,39.98254511"
"116.3450824,39.98255693"
"116.3450759,39.98257059"
"116.3450694,39.98258408"
"116.345064,39.98259757"
"116.3450578,39.98261072"
"116.3450507,39.98262654"
"116.3450467,39.9826427"
"116.3450401,39.98265886"
"116.3450315,39.98267368"
"116.3450251,39.98268933"
"116.3450213,39.98270583"
"116.3450193,39.98271932"
"116.3450198,39.98273366"
"116.3450198,39.98274949"
"116.3450161,39.98276082"
"116.3450161,39.98277165"
"116.345023,39.9827825"
"116.3450333,39.98278702"
"116.3450428,39.98279287"
"116.3450734,39.98279809"
"116.3451113,39.98280867"
"116.3451518,39.98281874"
"116.345184,39.98282064"
"116.3452117,39.98281885"
"116.3452359,39.98281973"
"116.3452597,39.98281761"
"116.3452899,39.98281583"
"116.3453091,39.98281404"
"116.3453263,39.9828109"
"116.3453418,39.98280893"
"116.3453418,39.98280893"
"116.3453418,39.98280893"
"116.3453418,39.98280893"
"116.3453418,39.98280893"
"116.3454245,39.98280525"
"116.3454446,39.98280729"
"116.3454668,39.98280933"
"116.3454887,39.9828177"
"116.345507,39.98282057"
"116.3455243,39.9828206"
"116.3455438,39.98281797"
"116.3455625,39.98282034"
"116.3455836,39.98281988"
"116.3456086,39.98281509"
"116.3456307,39.98281064"
"116.3456707,39.98280854"
"116.3456911,39.98281108"
"116.345706,39.98282744"
"116.3457254,39.98284448"
"116.3457357,39.98283583"
"116.3457431,39.98283218"
"116.3457588,39.98283137"
"116.3457977,39.98283911"
"116.3458191,39.98283782"
"116.3458448,39.98283854"
"116.3458623,39.9828354"
"116.3459063,39.98284698"
"116.3459085,39.98286466"
"116.3459146,39.98286583"
"116.3459333,39.9828607"
"116.3459551,39.98285974"
"116.3459729,39.98286411"
"116.3460082,39.98287284"
"116.3460199,39.98286753"
"116.3460381,39.9828684"
"116.3460528,39.98286676"
"116.3460712,39.98286462"
"116.3460905,39.98286183"
"116.3461044,39.98284819"
"116.3461236,39.98284822"
"116.3461518,39.98285261"
"116.3461734,39.98285531"
"116.3461899,39.98286268"
"116.3462115,39.98286655"
"116.3462337,39.98286543"
"116.3462564,39.98286547"
"116.3462723,39.982863"
"116.3462885,39.98285903"
"116.346303,39.98285456"
"116.3463194,39.98286259"
"116.3463362,39.98286645"
"116.3463598,39.98287816"
"116.3463824,39.9828887"
"116.3464021,39.98289141"
"116.3464221,39.98289311"
"116.3464405,39.98289515"
"116.3464604,39.98289468"
"116.3464799,39.98289322"
"116.3465008,39.98289259"
"116.346522,39.9828903"
"116.3465425,39.98288817"
"116.3465641,39.98288587"
"116.3465863,39.98288492"
"116.3466084,39.98288529"
"116.3466331,39.98288334"
"116.3466603,39.98288022"
"116.346684,39.98288476"
"116.3467096,39.98288348"
"116.3467355,39.98288003"
"116.3467547,39.98287656"
"116.34677,39.98287576"
"116.3467839,39.98287462"
"116.3467991,39.98287148"
"116.3468188,39.98286868"
"116.346834,39.98286671"
"116.3468492,39.98285757"
"116.3468694,39.98285127"
"116.3468861,39.98285497"
"116.3468995,39.98285933"
"116.3469194,39.9828597"
"116.3469434,39.98285441"
"116.3469643,39.98284745"
"116.346983,39.98284382"
"116.3469949,39.98282334"
"116.3470104,39.9828257"
"116.3470285,39.98282707"
"116.3470457,39.9828276"
"116.3470637,39.98282947"
"116.3470832,39.9828325"
"116.3471001,39.98283487"
"116.3471173,39.98283807"
"116.3471427,39.98285111"
"116.3471616,39.98287315"
"116.3471686,39.98287583"
"116.3471773,39.98286418"
"116.3471825,39.98284169"
"116.3471952,39.98281104"
"116.3472005,39.98279405"
"116.3472032,39.98277805"
"116.3472134,39.98276657"
"116.3472212,39.98275392"
"116.3472255,39.98274093"
"116.3472249,39.98272676"
"116.3472234,39.98271242"
"116.3472239,39.98269542"
"116.3472259,39.98268076"
"116.3472219,39.98266108"
"116.3472245,39.98264059"
"116.3472225,39.98261842"
"116.3472235,39.98260009"
"116.3472227,39.98258458"
"116.3472227,39.98256942"
"116.3472244,39.98255642"
"116.3472254,39.98254509"
"116.347224,39.98253575"
"116.3472222,39.98252575"
"116.3472217,39.98251941"
"116.3472232,39.98252208"
"116.3472255,39.98251559"
